SGB ID;# Reconstructed genomes;# Reference genomes;uSGB;Level of estimated taxonomy;Estimated taxonomy;Average distance from closest Reference Genome;Full taxonomic label of the closest genome;Taxonomic assignment based on 16S rRNA sequences (family level);Taxonomic assignment based on 16S rRNA sequences (genus level)
1021;3;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG342|o__OFBG342|f__FBG342|g__GGB778|s__GGB778_SGB1021|t__SGB1021;0,305181667;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii;-;-
1022;5;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG342|o__OFBG342|f__FBG342|g__GGB779|s__GGB779_SGB1022|t__SGB1022;0,3064556;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_568;-;-
1024;193;1;No;Species;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_568|t__SGB1024;0,026096168;k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_568;Anaeroplasmataceae;Asteroleplasma
1037;8;0;Yes;Other;k__Bacteria|p__Proteobacteria|c__CFBG355|o__OFBG355|f__FBG355|g__GGB794|s__GGB794_SGB1037|t__SGB1037;0,352269375;k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_alkalitolerans;-;-
1303;6;0;Yes;Other;k__Bacteria|p__Bacteroidetes|c__CFBG484|o__OFBG484|f__FBG484|g__GGB1010|s__GGB1010_SGB1303|t__SGB1303;0,293910333;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei;Rikenellaceae;-
1314;2;0;Yes;Other;k__Bacteria|p__Firmicutes|c__CFBG494|o__OFBG494|f__FBG494|g__GGB1021|s__GGB1021_SGB1314|t__SGB1314;0,306973;k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_oral_taxon_071;-;-
1315;7;0;Yes;Other;k__Bacteria|p__Bacteroidetes|c__CFBG494|o__OFBG494|f__FBG494|g__GGB1022|s__GGB1022_SGB1315|t__SGB1315;0,293108143;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_nigrescens;-;-
1316;1;0;Yes;Other;k__Bacteria|p__Bacteroidetes|c__CFBG494|o__OFBG494|f__FBG494|g__GGB1022|s__GGB1022_SGB1316|t__SGB1316;0,35328;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_gingivalis;-;-
1317;1;0;Yes;Other;k__Bacteria|p__Bacteroidetes|c__CFBG494|o__OFBG494|f__FBG494|g__GGB1023|s__GGB1023_SGB1317|t__SGB1317;0,339586;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_asaccharolytica;-;-
1318;1;0;Yes;Other;k__Bacteria|p__Bacteroidetes|c__CFBG495|o__OFBG495|f__FBG495|g__GGB1024|s__GGB1024_SGB1318|t__SGB1318;0,300994;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Candidatus_Bacteroides_periocalifornicus;-;-
1319;9;0;Yes;Genus;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_SGB1319|t__SGB1319;0,067593689;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Candidatus_Bacteroides_periocalifornicus;-;-
1320;6;1;No;Species;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Candidatus_Bacteroides_periocalifornicus|t__SGB1320;0,027396333;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Candidatus_Bacteroides_periocalifornicus;-;-
1321;7;0;Yes;Other;k__Bacteria|p__Bacteroidetes|c__CFBG497|o__OFBG497|f__FBG497|g__GGB1026|s__GGB1026_SGB1321|t__SGB1321;0,295282286;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Bacteroidales_unclassified|s__Bacteroidales_bacterium_KA00251;-;-
1322;1;0;Yes;Other;k__Bacteria|p__Bacteroidetes|c__CFBG498|o__OFBG498|f__FBG498|g__GGB1027|s__GGB1027_SGB1322|t__SGB1322;0,320287;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_uenonis;-;-
1332;4;0;Yes;Other;k__Bacteria|p__Bacteroidetes|c__CFBG503|o__OFBG503|f__FBG503|g__GGB1035|s__GGB1035_SGB1332|t__SGB1332;0,28027475;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_gingivalis;-;-
1333;8;0;Yes;Other;k__Bacteria|p__Bacteroidetes|c__CFBG503|o__OFBG503|f__FBG503|g__GGB1035|s__GGB1035_SGB1333|t__SGB1333;0,282080625;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_gingivalis;-;-
1341;35;1;No;Species;k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_unclassified|o__Bacteroidetes_unclassified|f__Bacteroidetes_unclassified|g__Bacteroidetes_unclassified|s__Bacteroidetes_oral_taxon_274|t__SGB1341;0,031100314;k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_unclassified|o__Bacteroidetes_unclassified|f__Bacteroidetes_unclassified|g__Bacteroidetes_unclassified|s__Bacteroidetes_oral_taxon_274;Porphyromonadaceae;-
1342;2;0;Yes;Genus;k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_unclassified|o__Bacteroidetes_unclassified|f__Bacteroidetes_unclassified|g__Bacteroidetes_unclassified|s__Bacteroidetes_unclassified_SGB1342|t__SGB1342;0,0902048;k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_unclassified|o__Bacteroidetes_unclassified|f__Bacteroidetes_unclassified|g__Bacteroidetes_unclassified|s__Bacteroidetes_oral_taxon_274;-;-
1343;17;0;Yes;Genus;k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_unclassified|o__Bacteroidetes_unclassified|f__Bacteroidetes_unclassified|g__Bacteroidetes_unclassified|s__Bacteroidetes_unclassified_SGB1343|t__SGB1343;0,098362359;k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_unclassified|o__Bacteroidetes_unclassified|f__Bacteroidetes_unclassified|g__Bacteroidetes_unclassified|s__Bacteroidetes_oral_taxon_274;-;-
1370;9;0;Yes;Other;k__Bacteria|p__Bacteroidetes|c__CFBG511|o__OFBG511|f__FBG511|g__GGB1066|s__GGB1066_SGB1370|t__SGB1370;0,330576889;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_An322;-;-
1371;1;0;Yes;Other;k__Bacteria|p__Bacteroidetes|c__CFBG511|o__OFBG511|f__FBG511|g__GGB1067|s__GGB1067_SGB1371|t__SGB1371;0,320287;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccalis;Porphyromonadaceae;-
1395;17;0;Yes;Other;k__Bacteria|p__Bacteroidetes|c__CFBG524|o__OFBG524|f__FBG524|g__GGB1088|s__GGB1088_SGB1395|t__SGB1395;0,278439765;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_sp_COT_290_OH860;-;-
1397;4;0;Yes;Other;k__Bacteria|p__Bacteroidetes|c__CFBG524|o__OFBG524|f__FBG524|g__GGB1088|s__GGB1088_SGB1397|t__SGB1397;0,27286925;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_sp_COT_239_OH1446;-;-
1398;1;0;Yes;Other;k__Bacteria|p__Bacteroidetes|c__CFBG524|o__OFBG524|f__FBG524|g__GGB1088|s__GGB1088_SGB1398|t__SGB1398;0,279978;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_sp_COT_290_OH860;-;-
1404;75;0;Yes;Other;k__Bacteria|p__Bacteroidetes|c__CFBG529|o__OFBG529|f__FBG529|g__GGB1093|s__GGB1093_SGB1404|t__SGB1404;0,28507908;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_386;Prevotellaceae;-
1407;4;0;Yes;Other;k__Bacteria|p__Bacteroidetes|c__CFBG530|o__OFBG530|f__FBG530|g__GGB1095|s__GGB1095_SGB1407|t__SGB1407;0,3209585;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus;-;-
1408;31;0;Yes;Other;k__Bacteria|p__Bacteroidetes|c__CFBG530|o__OFBG530|f__FBG530|g__GGB1096|s__GGB1096_SGB1408|t__SGB1408;0,294852774;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_755;-;-
1410;3;0;Yes;Genus;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_SGB1410|t__SGB1410;0,064221733;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_tannerae;-;-
1411;10;1;No;Species;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_tannerae|t__SGB1411;0,03737217;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_tannerae;Prevotellaceae;Alloprevotella
1415;7;0;Yes;Other;k__Bacteria|p__Bacteroidetes|c__CFBG535|o__OFBG535|f__FBG535|g__GGB1101|s__GGB1101_SGB1415|t__SGB1415;0,267897;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri;-;-
1416;10;0;Yes;Other;k__Bacteria|p__Bacteroidetes|c__CFBG536|o__OFBG536|f__FBG536|g__GGB1102|s__GGB1102_SGB1416|t__SGB1416;0,2496525;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp;-;-
1423;2;1;No;Species;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_617|t__SGB1423;0,0213511;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_617;-;-
1424;22;1;No;Species;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_755|t__SGB1424;0,020540436;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_755;-;-
1425;1;0;Yes;Family;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1111|s__GGB1111_SGB1425|t__SGB1425;0,190183;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_755;-;-
1426;1;0;Yes;Family;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1112|s__GGB1112_SGB1426|t__SGB1426;0,204284;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_755;-;-
1427;1;0;Yes;Family;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1113|s__GGB1113_SGB1427|t__SGB1427;0,26803;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_755;-;-
1428;1;0;Yes;Family;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1114|s__GGB1114_SGB1428|t__SGB1428;0,25242;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_1058;-;-
1429;18;1;No;Species;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_462|t__SGB1429;0,02422485;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_462;-;-
1430;7;0;Yes;Family;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__GGB1116|s__GGB1116_SGB1430|t__SGB1430;0,194505143;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_462;-;-
1431;1;0;Yes;Family;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__GGB1117|s__GGB1117_SGB1431|t__SGB1431;0,179768;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_755;-;-
1433;1;0;Yes;Family;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__GGB1119|s__GGB1119_SGB1433|t__SGB1433;0,210897;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis;-;-
1437;49;0;Yes;Other;k__Bacteria|p__Bacteroidetes|c__CFBG544|o__OFBG544|f__FBG544|g__GGB1123|s__GGB1123_SGB1437|t__SGB1437;0,280224265;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_P5_60;-;-
1454;15;1;No;Species;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_saccharolytica|t__SGB1454;0,03013528;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_saccharolytica;-;-
1455;4;0;Yes;Family;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1138|s__GGB1138_SGB1455|t__SGB1455;0,24980575;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_oral_taxon_317;-;-
1456;40;0;Yes;Family;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1139|s__GGB1139_SGB1456|t__SGB1456;0,16111695;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_oral_taxon_317;Prevotellaceae;Prevotella
1457;35;2;No;Species;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_loescheii|t__SGB1457;0,034295777;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_loescheii;Prevotellaceae;Prevotella
1458;15;2;No;Species;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_HMSC073D09|t__SGB1458;0,035514007;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_HMSC073D09;Prevotellaceae;Prevotella
1459;14;0;Yes;Genus;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1459|t__SGB1459;0,050794207;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_oral_taxon_317;-;-
1460;1;0;Yes;Genus;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1460|t__SGB1460;0,0603394;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_oral_taxon_317;-;-
1461;1;0;Yes;Genus;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1461|t__SGB1461;0,0667972;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_oral_taxon_317;-;-
1462;1;0;Yes;Family;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1141|s__GGB1141_SGB1462|t__SGB1462;0,15399;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_HMSC073D09;-;-
1463;3;0;Yes;Genus;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_SGB1463|t__SGB1463;0,164638;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Prevotella_sp_oral_taxon_473;-;-
1464;14;1;No;Species;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Prevotella_sp_oral_taxon_473|t__SGB1464;0,028481129;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Prevotella_sp_oral_taxon_473;Prevotellaceae;Alloprevotella
1465;21;0;Yes;Genus;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_SGB1465|t__SGB1465;0,108812429;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Prevotella_sp_oral_taxon_473;-;-
1466;13;0;Yes;Genus;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_SGB1466|t__SGB1466;0,120706385;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Prevotella_sp_oral_taxon_473;-;-
1467;2;0;Yes;Family;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1143|s__GGB1143_SGB1467|t__SGB1467;0,25537;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Prevotella_sp_oral_taxon_473;-;-
1468;66;0;Yes;Family;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1144|s__GGB1144_SGB1468|t__SGB1468;0,263328758;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Prevotella_sp_oral_taxon_473;Prevotellaceae;Prevotella
1469;29;0;Yes;Family;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1144|s__GGB1144_SGB1469|t__SGB1469;0,251990069;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Prevotella_sp_oral_taxon_473;Prevotellaceae;-
1470;1;0;Yes;Family;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1144|s__GGB1144_SGB1470|t__SGB1470;0,270747;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Prevotella_sp_oral_taxon_473;-;-
1471;3;0;Yes;Family;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1145|s__GGB1145_SGB1471|t__SGB1471;0,248924;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_5226;-;-
1472;171;0;Yes;Family;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1146|s__GGB1146_SGB1472|t__SGB1472;0,258395971;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_891;Bacteroidaceae;Bacteroides
1473;12;0;Yes;Family;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1147|s__GGB1147_SGB1473|t__SGB1473;0,218113417;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_5226;-;-
1474;41;0;Yes;Family;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1147|s__GGB1147_SGB1474|t__SGB1474;0,214123756;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_5226;-;-
1475;125;0;Yes;Family;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1148|s__GGB1148_SGB1475|t__SGB1475;0,208600792;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_5226;Prevotellaceae;Paraprevotella
1476;1;0;Yes;Family;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1149|s__GGB1149_SGB1476|t__SGB1476;0,240698;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_5226;-;-
1477;128;1;No;Species;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_5226|t__SGB1477;0,036337605;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_5226;Prevotellaceae;Alloprevotella
1478;19;0;Yes;Family;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1151|s__GGB1151_SGB1478|t__SGB1478;0,196455263;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_5226;-;-
1481;22;1;No;Species;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_891|t__SGB1481;0,019619969;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_891;Veillonellaceae;Dialister
1482;4;0;Yes;Family;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1154|s__GGB1154_SGB1482|t__SGB1482;0,253651;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_891;-;-
1483;3;0;Yes;Genus;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_SGB1483|t__SGB1483;0,132128333;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_rava;-;-
1484;2;0;Yes;Genus;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_SGB1484|t__SGB1484;0,0811162;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_rava;-;-
1487;3;0;Yes;Other;k__Bacteria|p__Bacteroidetes|c__CFBG556|o__OFBG556|f__FBG556|g__GGB1157|s__GGB1157_SGB1487|t__SGB1487;0,298018667;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_386;-;-
1488;2;0;Yes;Other;k__Bacteria|p__Bacteroidetes|c__CFBG557|o__OFBG557|f__FBG557|g__GGB1158|s__GGB1158_SGB1488|t__SGB1488;0,248415;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri;-;-
1489;2;0;Yes;Other;k__Bacteria|p__Bacteroidetes|c__CFBG557|o__OFBG557|f__FBG557|g__GGB1158|s__GGB1158_SGB1489|t__SGB1489;0,21874;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_885;-;-
1497;1;0;Yes;Other;k__Bacteria|p__Bacteroidetes|c__CFBG561|o__OFBG561|f__FBG561|g__GGB1166|s__GGB1166_SGB1497|t__SGB1497;0,306598;k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_KH2C16;-;-
